L,a,b,term
20.54,-16.13,-4.67,KN
20.54,-9.52,-13.99,AZ
81.35,-0.05,0.06,SK
61.7,-16.81,-28.31,AZ
91.08,-5.25,45.24,KN
30.77,7.86,-43.39,AZ
91.08,5.21,7.67,SK
51.57,-11.88,-38.56,AZ
71.6,38.22,29.22,PU
61.7,2.64,-39.49,AZ
61.7,-29.22,-21.27,AZ
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
91.08,-12.29,10.56,SK
61.7,-33.16,-16.42,AZ
81.35,9.68,-11.26,AZ
71.6,32.18,12.57,PU
91.08,1.28,14.41,SK
81.35,5.82,-13.42,SK
81.35,-13.22,-11.59,SK
51.57,40.53,69.04,PU
81.35,21.03,-9.69,SK
41.22,-10.54,-39.65,AZ
81.35,22.67,17.48,PU
71.6,-24.87,85.15,KN
91.08,3.14,12.37,SK
91.08,-13.24,5.48,SK
81.35,-3.69,100.18,KN
71.6,16.13,-17.52,LL
71.6,6.06,-22.71,SK
71.6,-14.22,-19.9,AZ
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
41.22,20.81,-48.05,AZ
71.6,15.62,90.72,KN
91.08,1.12,-5.38,SK
61.7,49.15,56.82,PU
41.22,-20.46,-17.64,AZ
81.35,-30.49,65.57,KN
61.7,44.69,79.79,PU
81.35,-17.25,87.99,KN
91.08,5.53,2.22,SK
61.7,-36.77,-10.9,AZ
71.6,-12.05,-29.46,AZ
81.35,8.19,-12.62,SK
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
71.6,-2.3,85.64,KN
61.7,-13.07,-37.55,AZ
91.08,-0.37,-5.58,SK
81.35,14.98,47.04,PU
51.57,-3.41,-48.08,AZ
20.54,-9.22,-24.04,AZ
71.6,13.67,-19.66,LL
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
51.57,19.79,58.75,KN
71.6,24.12,84.39,KN
51.57,-21.72,-26.63,AZ
81.35,-5.05,-23.28,SK
71.6,-15.98,87.62,KN
91.08,-13.13,7.63,SK
71.6,-18.37,-18.07,AZ
91.08,-10.76,13.38,SK
61.7,-22.98,-25.73,AZ
81.35,-26.04,85.63,KN
61.7,-14.02,73.17,KN
91.08,-12.96,2.42,SK
51.57,14.19,-39.14,AZ
91.08,-10.86,-2.13,SK
91.08,5.04,-1.14,SK
20.54,-5.25,-25.49,AZ
91.08,5.51,3.28,SK
41.22,7.17,-48.94,AZ
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
91.08,-6.32,-5.08,SK
91.08,5.41,0.74,SK
30.77,-10.88,-24.2,AZ
71.6,-9.51,87.14,KN
91.08,-14.67,29.61,KN
61.7,29.38,64.4,PU
91.08,2.95,-4.85,SK
81.35,-6.82,-13.92,AZ
41.22,32.37,46.62,PU
91.08,-3.48,-5.55,SK
91.08,-0.05,0.06,SK
71.6,34.96,37.54,PU
91.08,-9.69,-3.22,SK
91.08,2.19,-4.93,SK
91.08,4.3,10.08,SK
51.57,5.02,-48.35,AZ
91.08,-13.22,3.82,SK
91.08,-4.65,-5.34,SK
81.35,7.28,109.12,KN
91.08,5.54,4.46,SK
51.57,-27.95,-22.24,AZ
41.22,-14.67,-30.69,AZ
91.08,5.27,-0.1,SK
71.6,30.67,44.56,PU
91.08,4.7,-2,SK
71.6,-5.09,-30.75,AZ
91.08,5.43,5.64,SK
71.6,6.22,81.95,KN
91.08,-7.96,-4.41,SK
91.08,-11.94,-0.27,SK
61.7,-4.52,-39.18,AZ
20.54,7.63,-35.92,AZ
81.35,-10.94,87.9,KN
81.35,18.74,-12.74,LL
81.35,-0.05,0.06,SK
91.08,-5.25,45.24,KN
51.57,31.24,-29.94,LL
91.08,5.21,7.67,SK
61.7,37.1,-18.34,LL
51.57,-11.88,-38.56,AZ
20.54,-26.87,1.22,SI
61.7,2.64,-39.49,AZ
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
20.54,-17.35,7.46,KN
61.7,14.45,76.93,SI
30.77,-22.84,-15.29,SI
81.35,9.68,-11.26,LL
20.54,-11.72,-12.03,SI
61.7,15.28,-29.05,LL
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
61.7,38.67,-11.63,LL
71.6,38.97,-10.98,LL
20.54,-15.07,-7.11,SI
91.08,3.14,12.37,SK
41.22,-21.08,-28.21,AZ
81.35,-3.69,100.18,KN
71.6,16.13,-17.52,LL
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
41.22,20.81,-48.05,AZ
30.77,-25.67,-10.89,SI
91.08,1.12,-5.38,SK
41.22,-20.46,-17.64,SI
81.35,-17.25,87.99,KN
81.35,8.19,-12.62,LL
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
71.6,-2.3,85.64,KN
71.6,26.62,-18.32,LL
61.7,-13.07,-37.55,AZ
91.08,-0.37,-5.58,SK
81.35,14.98,47.04,KN
81.35,23.82,2.52,LL
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,AZ
20.54,-9.22,-24.04,AZ
71.6,13.67,-19.66,LL
51.57,-15.72,-29.08,AZ
20.54,-13.39,-9.92,SI
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
41.22,33.08,-30.5,LL
51.57,-21.72,-26.63,AZ
41.22,-39.09,-8.33,SI
51.57,27.4,-33.72,LL
61.7,23.29,-23.79,LL
91.08,-13.13,7.63,SK
51.57,48.98,-15.95,LL
41.22,24.29,-38.02,LL
91.08,-10.76,13.38,SK
51.57,51.2,-5.84,LL
30.77,-27.32,-6.72,SI
71.6,10.25,-21.6,LL
71.6,29.26,-13.95,LL
51.57,14.19,-39.14,AZ
91.08,5.04,-1.14,LL
30.77,-19.73,-18.89,SI
20.54,-5.25,-25.49,AZ
91.08,5.51,3.28,SK
51.57,35.21,-24.66,LL
41.22,7.17,-48.94,AZ
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
51.57,22.05,-37.02,LL
30.77,-29.07,-1.92,SI
91.08,5.41,0.74,SK
30.77,-10.88,-24.2,AZ
71.6,-9.51,87.14,KN
91.08,-14.67,29.61,KN
91.08,2.95,-4.85,SK
51.57,46.17,-23.4,LL
61.7,22.09,71.31,KN
20.54,-27.43,4.26,SI
91.08,-3.48,-5.55,SK
61.7,34.47,-24.03,LL
91.08,-0.05,0.06,SK
30.77,-15.41,-22,AZ
30.77,25.75,-49.63,AZ
30.77,18.18,30.27,SK
91.08,2.19,-4.93,SK
91.08,4.3,10.08,SK
51.57,5.02,-48.35,AZ
91.08,-4.65,-5.34,SK
81.35,7.28,109.12,KN
91.08,5.54,4.46,SK
51.57,-27.95,-22.24,AZ
61.7,20.07,-26.92,LL
41.22,-14.67,-30.69,AZ
20.54,23.81,-41.87,AZ
91.08,5.27,-0.1,SK
91.08,4.7,-2,SK
91.08,5.43,5.64,SK
71.6,6.22,81.95,KN
91.08,-7.96,-4.41,SK
91.08,-11.94,-0.27,SK
20.54,7.63,-35.92,AZ
81.35,-10.94,87.9,KN
81.35,-0.05,0.06,SK
51.57,31.24,-29.94,LL
30.77,7.86,-43.39,AZ
61.7,37.1,-18.34,LL
61.7,2.64,-39.49,AZ
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
61.7,14.45,76.93,KN
51.57,-0.48,57.27,KN
81.35,9.68,-11.26,LL
61.7,15.28,-29.05,LL
41.22,-2.09,-40.81,AZ
81.35,5.82,-13.42,LL
81.35,21.03,-9.69,LL
41.22,-10.54,-39.65,AZ
71.6,-24.87,85.15,KN
41.22,-21.08,-28.21,AZ
81.35,-3.69,100.18,KN
71.6,16.13,-17.52,LL
71.6,6.06,-22.71,LL
91.08,-12.17,45.9,KN
41.22,20.81,-48.05,AZ
71.6,15.62,90.72,KN
41.22,-20.46,-17.64,AZ
81.35,-30.49,65.57,KN
81.35,-17.25,87.99,KN
81.35,8.19,-12.62,LL
30.77,-7.86,-33.8,AZ
81.35,3.22,-14.27,LL
71.6,-2.3,85.64,KN
71.6,26.62,-18.32,LL
51.57,-3.41,-48.08,AZ
20.54,-9.22,-24.04,AZ
71.6,13.67,-19.66,LL
51.57,-15.72,-29.08,AZ
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
61.7,5.87,68.59,KN
51.57,19.79,58.75,KN
71.6,24.12,84.39,KN
51.57,-21.72,-26.63,AZ
71.6,-15.98,87.62,KN
61.7,23.29,-23.79,LL
51.57,13.12,63.99,KN
71.6,32.89,77.02,KN
71.6,10.25,-21.6,LL
81.35,-26.04,85.63,KN
71.6,29.26,-13.95,LL
61.7,-14.02,73.17,KN
51.57,14.19,-39.14,AZ
51.57,-6.4,58.71,KN
30.77,-19.73,-18.89,AZ
20.54,-5.25,-25.49,AZ
61.7,9.58,-30.64,LL
41.22,7.17,-48.94,AZ
91.08,-9.03,45.94,KN
71.6,0.85,-31.32,AZ
30.77,-10.88,-24.2,AZ
71.6,-9.51,87.14,KN
61.7,22.09,71.31,KN
61.7,34.47,-24.03,LL
61.7,-7.92,73.21,KN
30.77,-15.41,-22,AZ
30.77,25.75,-49.63,AZ
51.57,5.33,54.9,KN
51.57,5.02,-48.35,AZ
81.35,7.28,109.12,KN
51.57,-27.95,-22.24,AZ
61.7,20.07,-26.92,LL
41.22,-14.67,-30.69,AZ
20.54,23.81,-41.87,AZ
71.6,6.22,81.95,KN
61.7,-4.52,-39.18,AZ
51.57,55.2,68.32,PU
20.54,7.63,-35.92,AZ
81.35,-10.94,87.9,KN
20.54,-9.52,-13.99,AZ
81.35,-0.05,0.06,SK
61.7,46.38,35.47,PU
61.7,-16.81,-28.31,AZ
91.08,-5.25,45.24,KN
30.77,7.86,-43.39,AZ
91.08,5.21,7.67,SK
71.6,38.22,29.22,PU
61.7,2.64,-39.49,AZ
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
91.08,-12.29,10.56,SK
30.77,-22.84,-15.29,AZ
51.57,-0.48,57.27,KN
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
51.57,40.53,69.04,PU
41.22,-10.54,-39.65,AZ
91.08,-0.46,29.79,KN
91.08,3.14,12.37,SK
81.35,-3.69,100.18,KN
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
41.22,20.81,-48.05,AZ
71.6,15.62,90.72,KN
91.08,1.12,-5.38,SK
41.22,-20.46,-17.64,AZ
61.7,44.69,79.79,PU
81.35,-17.25,87.99,KN
91.08,5.53,2.22,SK
41.22,51.06,58.81,PU
71.6,-12.05,-29.46,AZ
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
81.35,3.22,-14.27,SK
71.6,-2.3,85.64,KN
71.6,31.7,17.23,PU
91.08,-0.37,-5.58,SK
51.57,-3.41,-48.08,AZ
20.54,-9.22,-24.04,AZ
51.57,-15.72,-29.08,AZ
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
61.7,5.87,68.59,KN
71.6,24.12,84.39,KN
51.57,-21.72,-26.63,AZ
71.6,-15.98,87.62,KN
91.08,-10.76,13.38,SK
61.7,-22.98,-25.73,AZ
51.57,14.19,-39.14,AZ
30.77,-19.73,-18.89,AZ
20.54,-5.25,-25.49,AZ
41.22,7.17,-48.94,AZ
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
71.6,0.85,-31.32,AZ
30.77,-10.88,-24.2,AZ
71.6,-9.51,87.14,KN
91.08,2.95,-4.85,SK
91.08,-3.48,-5.55,SK
91.08,-0.05,0.06,SK
30.77,-15.41,-22,AZ
30.77,25.75,-49.63,AZ
91.08,-9.69,-3.22,SK
91.08,2.19,-4.93,SK
51.57,5.02,-48.35,AZ
91.08,-4.65,-5.34,SK
81.35,7.28,109.12,KN
51.57,-27.95,-22.24,AZ
41.22,-14.67,-30.69,AZ
20.54,23.81,-41.87,AZ
91.08,4.7,-2,SK
71.6,6.22,81.95,KN
91.08,-7.96,-4.41,AZ
51.57,55.2,68.32,PU
20.54,7.63,-35.92,AZ
81.35,-10.94,87.9,KN
20.54,-9.52,-13.99,AZ
81.35,-0.05,0.06,SK
61.7,46.38,35.47,PU
91.08,-5.25,45.24,KN
41.22,-24.01,-14.24,AZ
30.77,7.86,-43.39,AZ
91.08,5.21,7.67,SK
51.57,29.45,64.44,PU
51.57,-11.88,-38.56,AZ
61.7,2.64,-39.49,AZ
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
91.08,-12.29,10.56,SK
30.77,-22.84,-15.29,AZ
51.57,-0.48,57.27,KN
20.54,-11.72,-12.03,AZ
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
81.35,5.82,-13.42,SK
51.57,40.53,69.04,PU
51.57,-32.36,-17.71,AZ
41.22,-10.54,-39.65,AZ
91.08,-0.46,29.79,KN
71.6,-24.87,85.15,KN
91.08,3.14,12.37,SK
41.22,-21.08,-28.21,AZ
81.35,-3.69,100.18,KN
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
41.22,20.81,-48.05,AZ
71.6,15.62,90.72,PU
30.77,-25.67,-10.89,AZ
91.08,1.12,-5.38,SK
61.7,49.15,56.82,PU
41.22,-20.46,-17.64,AZ
81.35,-30.49,65.57,KN
61.7,44.69,79.79,PU
81.35,-17.25,87.99,KN
91.08,5.53,2.22,SK
41.22,51.06,58.81,PU
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
71.6,-2.3,85.64,KN
71.6,31.7,17.23,PU
61.7,-13.07,-37.55,AZ
91.08,-0.37,-5.58,SK
41.22,-36.33,-13.61,AZ
51.57,-3.41,-48.08,AZ
20.54,-9.22,-24.04,AZ
20.54,-13.39,-9.92,AZ
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
61.7,5.87,68.59,KN
51.57,19.79,58.75,PU
71.6,24.12,84.39,PU
71.6,-15.98,87.62,KN
91.08,-13.13,7.63,SK
91.08,-10.76,13.38,SK
51.57,13.12,63.99,PU
71.6,32.89,77.02,PU
81.35,-26.04,85.63,KN
61.7,-14.02,73.17,KN
51.57,14.19,-39.14,AZ
91.08,5.04,-1.14,SK
30.77,-19.73,-18.89,AZ
20.54,-5.25,-25.49,AZ
91.08,5.51,3.28,SK
41.22,7.17,-48.94,AZ
61.7,-21.81,70.54,KN
51.57,-36.19,-11.99,AZ
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
91.08,5.41,0.74,SK
30.77,-10.88,-24.2,AZ
71.6,-9.51,87.14,KN
61.7,29.38,64.4,PU
91.08,2.95,-4.85,SK
61.7,22.09,71.31,PU
91.08,-3.48,-5.55,SK
91.08,-0.05,0.06,SK
61.7,-7.92,73.21,KN
30.77,-15.41,-22,AZ
30.77,25.75,-49.63,AZ
91.08,-9.69,-3.22,SK
91.08,2.19,-4.93,SK
91.08,4.3,10.08,SK
51.57,5.02,-48.35,AZ
91.08,-4.65,-5.34,SK
81.35,7.28,109.12,KN
51.57,-27.95,-22.24,AZ
41.22,-14.67,-30.69,AZ
20.54,23.81,-41.87,AZ
91.08,5.27,-0.1,SK
71.6,30.67,44.56,PU
91.08,4.7,-2,SK
91.08,5.43,5.64,SK
71.6,6.22,81.95,KN
81.35,14.87,30.96,KN
20.54,7.63,-35.92,AZ
20.54,-16.13,-4.67,AZ
81.35,-10.94,87.9,KN
20.54,-9.52,-13.99,AZ
81.35,18.74,-12.74,LL
81.35,-0.05,0.06,AZ
91.08,-5.25,45.24,KN
30.77,7.86,-43.39,AZ
91.08,5.21,7.67,SK
51.57,29.45,64.44,KN
51.57,-11.88,-38.56,AZ
71.6,38.22,29.22,KN
61.7,2.64,-39.49,AZ
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
81.35,21.06,22.4,KN
30.77,-22.84,-15.29,AZ
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
51.57,40.53,69.04,KN
41.22,-10.54,-39.65,AZ
91.08,-0.46,29.79,KN
20.54,-15.07,-7.11,AZ
91.08,3.14,12.37,SK
41.22,-21.08,-28.21,AZ
81.35,-3.69,100.18,KN
41.22,-4.87,43.26,KN
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
71.6,15.62,90.72,KN
30.77,-25.67,-10.89,AZ
91.08,1.12,-5.38,SK
61.7,49.15,56.82,KN
41.22,-20.46,-17.64,AZ
61.7,44.69,79.79,KN
81.35,-17.25,87.99,KN
91.08,5.53,2.22,SK
30.77,-6.44,26.57,KN
30.77,-39.62,10.61,AZ
81.35,8.19,-12.62,SK
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
81.35,3.22,-14.27,SK
71.6,-2.3,85.64,KN
61.7,-13.07,-37.55,AZ
91.08,-0.37,-5.58,SK
81.35,14.98,47.04,KN
41.22,-36.33,-13.61,AZ
51.57,-3.41,-48.08,AZ
20.54,-13.39,-9.92,AZ
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
51.57,-21.72,-26.63,AZ
71.6,32.89,77.02,KN
91.08,5.04,-1.14,SK
30.77,-19.73,-18.89,AZ
20.54,-5.36,7.98,KN
20.54,-5.25,-25.49,AZ
91.08,5.51,3.28,SK
41.22,7.17,-48.94,AZ
81.35,18.52,26.72,KN
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
91.08,5.41,0.74,SK
30.77,-10.88,-24.2,AZ
91.08,-14.67,29.61,KN
91.08,2.95,-4.85,SK
91.08,-3.48,-5.55,SK
91.08,-0.05,0.06,SK
30.77,-15.41,-22,AZ
91.08,-9.69,-3.22,SK
91.08,2.19,-4.93,SK
91.08,4.3,10.08,SK
51.57,5.02,-48.35,AZ
91.08,-4.65,-5.34,SK
81.35,7.28,109.12,KN
71.6,-0.04,0.05,SK
91.08,5.54,4.46,SK
41.22,-14.67,-30.69,AZ
91.08,5.27,-0.1,SK
91.08,4.7,-2,SK
91.08,5.43,5.64,SK
71.6,6.22,81.95,KN
91.08,-11.94,-0.27,SK
81.35,14.87,30.96,KN
20.54,7.63,-35.92,AZ
81.35,-10.94,87.9,KN
20.54,-1.74,11.57,AZ
91.08,-5.25,45.24,KN
30.77,7.86,-43.39,AZ
51.57,-11.88,-38.56,AZ
71.6,38.22,29.22,KN
20.54,-26.87,1.22,AZ
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
20.54,22.74,-16.65,AZ
91.08,-12.29,10.56,SK
81.35,21.06,22.4,KN
30.77,-22.84,-15.29,AZ
20.54,-11.72,-12.03,AZ
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
20.54,-16.46,11.28,AZ
51.57,40.53,69.04,KN
41.22,-10.54,-39.65,AZ
91.08,-0.46,29.79,KN
20.54,-15.07,-7.11,AZ
91.08,3.14,12.37,SK
41.22,-21.08,-28.21,AZ
81.35,-3.69,100.18,KN
71.6,16.13,-17.52,SK
41.22,-4.87,43.26,AP
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
71.6,15.62,90.72,KN
30.77,-13.04,21.97,KN
91.08,1.12,-5.38,SK
41.22,-20.46,-17.64,AZ
20.54,-17.18,-1.47,AZ
91.08,5.53,2.22,SK
30.77,-39.62,10.61,AZ
30.77,-7.86,-33.8,AZ
91.08,-0.37,-5.58,SK
81.35,14.98,47.04,KN
81.35,23.82,2.52,KN
41.22,-36.33,-13.61,AZ
20.54,-9.22,-24.04,KN
20.54,-13.39,-9.92,KN
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
71.6,24.12,84.39,KN
41.22,-39.09,-8.33,AZ
30.77,-27.32,-6.72,AZ
71.6,32.89,77.02,KN
51.57,-51.99,4.46,AZ
91.08,5.04,-1.14,SK
30.77,-19.73,-18.89,AZ
91.08,5.51,3.28,SK
41.22,7.17,-48.94,AZ
81.35,18.52,26.72,KN
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
30.77,-29.07,-1.92,AZ
91.08,5.41,0.74,SK
30.77,-10.88,-24.2,AZ
61.7,29.38,64.4,KN
61.7,22.09,71.31,KN
30.77,-15.41,-22,AZ
71.6,34.96,37.54,KN
91.08,2.19,-4.93,SK
91.08,4.3,10.08,SK
51.57,5.02,-48.35,AZ
81.35,7.28,109.12,KN
51.57,-51.2,-1.36,AZ
51.57,-27.95,-22.24,AZ
41.22,-14.67,-30.69,AZ
91.08,5.27,-0.1,SK
71.6,30.67,44.56,KN
91.08,4.7,-2,SK
91.08,5.43,5.64,SK
71.6,6.22,81.95,KN
51.57,55.2,68.32,PU
20.54,7.63,-35.92,AZ
81.35,-10.94,87.9,KN
61.7,46.38,35.47,PU
91.08,-5.25,45.24,KN
30.77,7.86,-43.39,AZ
91.08,5.21,7.67,SK
30.77,52.68,34.06,PU
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
91.08,-12.29,10.56,SK
81.35,21.06,22.4,PU
81.35,9.68,-11.26,SK
71.6,32.18,12.57,PU
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
61.7,38.67,-11.63,PU
81.35,5.82,-13.42,SK
51.57,40.53,69.04,PU
81.35,21.03,-9.69,SK
91.08,-0.46,29.79,KN
81.35,22.67,17.48,PU
71.6,38.97,-10.98,PU
71.6,-24.87,85.15,KN
91.08,3.14,12.37,SK
91.08,-13.24,5.48,SK
81.35,-3.69,100.18,KN
41.22,61.4,17.92,PU
91.08,-12.17,45.9,KN
91.08,3.36,-4.24,SK
41.22,20.81,-48.05,AZ
71.6,15.62,90.72,KN
81.35,-10.44,-12.79,SK
71.6,40.04,-2.7,PU
91.08,1.12,-5.38,SK
61.7,49.15,56.82,PU
81.35,-30.49,65.57,KN
61.7,44.69,79.79,PU
81.35,-17.25,87.99,KN
91.08,5.53,2.22,SK
41.22,51.06,58.81,PU
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
81.35,3.22,-14.27,SK
71.6,-2.3,85.64,KN
71.6,31.7,17.23,PU
91.08,-0.37,-5.58,SK
81.35,14.98,47.04,KN
81.35,23.82,2.52,SK
20.54,-9.22,-24.04,AZ
71.6,13.67,-19.66,SK
91.08,-1.49,-5.61,SK
61.7,49.67,10.71,PU
81.35,15.1,90.21,KN
61.7,48.53,25.92,PU
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
61.7,5.87,68.59,KN
71.6,24.12,84.39,KN
81.35,23.53,-0.96,PU
71.6,-15.98,87.62,KN
81.35,-32.18,1.81,SK
91.08,-13.13,7.63,KN
81.35,23.18,13.11,KN
51.57,48.98,-15.95,PU
91.08,-10.76,13.38,SK
71.6,32.89,77.02,KN
81.35,-26.04,85.63,KN
81.35,23.67,9.47,SK
51.57,14.19,-39.14,AZ
91.08,-10.86,-2.13,KN
91.08,5.04,-1.14,SK
91.08,5.51,3.28,SK
41.22,7.17,-48.94,AZ
81.35,18.52,26.72,KN
71.6,32.47,2.76,PU
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
91.08,-6.32,-5.08,KN
91.08,5.41,0.74,SK
61.7,49.42,18.23,PU
71.6,-9.51,87.14,KN
91.08,-14.67,29.61,KN
91.08,2.95,-4.85,SK
51.57,46.17,-23.4,PU
61.7,22.09,71.31,KN
91.08,-3.48,-5.55,SK
91.08,-0.05,0.06,SK
71.6,34.96,37.54,KN
91.08,-9.69,-3.22,SK
81.35,22.62,-5.51,PU
91.08,2.19,-4.93,SK
51.57,55.76,42.05,PU
91.08,4.3,10.08,SK
51.57,5.02,-48.35,AZ
81.35,23.74,6.18,PU
91.08,-13.22,3.82,SK
91.08,-4.65,-5.34,SK
81.35,7.28,109.12,KN
51.57,58.01,30.52,PU
71.6,-0.04,0.05,SK
81.35,-0.24,-24.03,SK
81.35,-40.58,54.46,KN
91.08,5.27,-0.1,SK
71.6,30.67,44.56,PU
91.08,4.7,-2,SK
91.08,5.43,5.64,SK
71.6,6.22,81.95,KN
61.7,-4.52,-39.18,AZ
61.7,-46.97,64.65,SK
81.35,-10.94,87.9,KN
20.54,-9.52,-13.99,AZ
81.35,18.74,-12.74,SK
30.77,7.86,-43.39,AZ
91.08,5.21,7.67,SK
51.57,-11.88,-38.56,AZ
61.7,-1.4,71.61,KN
20.54,0.11,-26.61,AZ
91.08,5.44,1.5,SK
61.7,14.45,76.93,KN
91.08,-12.29,10.56,SK
81.35,21.06,22.4,KN
30.77,-22.84,-15.29,AZ
51.57,-0.48,57.27,KN
81.35,9.68,-11.26,BE
20.54,-11.72,-12.03,AZ
41.22,-2.09,-40.81,AZ
91.08,1.28,14.41,SK
81.35,5.82,-13.42,SK
41.22,-10.54,-39.65,AZ
91.08,3.14,12.37,SK
41.22,-21.08,-28.21,AZ
81.35,-3.69,100.18,KN
71.6,16.13,-17.52,SK
71.6,6.06,-22.71,SK
91.08,3.36,-4.24,SK
41.22,20.81,-48.05,AZ
71.6,15.62,90.72,KN
30.77,-25.67,-10.89,AZ
91.08,1.12,-5.38,SK
41.22,-20.46,-17.64,AZ
20.54,-17.18,-1.47,AZ
81.35,-17.25,87.99,KN
91.08,5.53,2.22,SK
30.77,-7.86,-33.8,AZ
96,-0.06,0.06,SK
81.35,3.22,-14.27,SK
20.54,23.12,-31.33,AZ
71.6,-2.3,85.64,KN
71.6,26.62,-18.32,LL
61.7,-13.07,-37.55,AZ
91.08,-0.37,-5.58,SK
51.57,-3.41,-48.08,AZ
20.54,-9.22,-24.04,AZ
91.08,-1.49,-5.61,SK
81.35,15.1,90.21,KN
91.08,-16.65,44.66,KN
30.77,0.29,-43.03,AZ
61.7,5.87,68.59,KN
71.6,24.12,84.39,KN
51.57,-21.72,-26.63,AZ
30.77,-27.32,-6.72,AZ
71.6,32.89,77.02,KN
91.08,5.04,-1.14,SK
30.77,-19.73,-18.89,AZ
20.54,-5.25,-25.49,AZ
91.08,5.51,3.28,SK
41.22,7.17,-48.94,AZ
91.08,4.31,-2.82,SK
91.08,-9.03,45.94,KN
30.77,-10.88,-24.2,AZ
71.6,-9.51,87.14,KN
91.08,2.95,-4.85,SK
61.7,22.09,71.31,KN
91.08,-3.48,-5.55,SK
61.7,34.47,-24.03,LL
91.08,-0.05,0.06,SK
61.7,-7.92,73.21,KN
30.77,-15.41,-22,AZ
30.77,25.75,-49.63,AZ
91.08,-9.69,-3.22,SK
91.08,2.19,-4.93,SK
51.57,5.02,-48.35,AZ
81.35,7.28,109.12,KN
41.22,-14.67,-30.69,AZ
20.54,23.81,-41.87,AZ
91.08,4.7,-2,SK
71.6,6.22,81.95,KN
61.7,-4.52,-39.18,AZ
81.35,14.87,30.96,KN
20.54,-16.13,-4.67,KN
20.54,-9.52,-13.99,AZ
81.35,-0.05,0.06,SK
91.08,-5.25,45.24,KN
30.77,7.86,-43.39,AZ
51.57,29.45,64.44,PU
61.7,37.1,-18.34,LL
51.57,-11.88,-38.56,AZ
71.6,38.22,29.22,PU
41.22,52.58,-0.05,LL
20.54,0.11,-26.61,AZ
61.7,14.45,76.93,KN
71.6,-22.32,-14.67,AP
30.77,46.93,-2.51,LL
30.77,-22.84,-15.29,AZ
20.54,-11.72,-12.03,AZ
61.7,15.28,-29.05,LL
61.7,38.67,-11.63,LL
